step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_9,community_10,community_12,community_13,community_14,community_15,community_16,community_17,community_19,community_23,community_31,community_34,community_35,community_39,community_41,community_45,community_48,community_49,community_51,community_52,community_53,community_60,community_61,community_66,community_76,community_81,community_82
0,0.0026,0.0041,0.0031,0.0040,0.0028,0.0035,0.0012,0.0038,0.0048,0.0033,0.0033,0.0023,0.0015,0.0023,0.0040,0.0047,0.0037,0.0038,0.0040,0.0022,0.0021,0.0040,0.0040,0.0045,0.0024,0.0033,0.0020,0.0060,0.0027,0.0049,0.0032,0.0025,0.0034,0.0049,0.0042
1,0.0024,0.0035,0.0027,0.0035,0.0025,0.0030,0.0010,0.0033,0.0042,0.0029,0.0029,0.0019,0.0013,0.0021,0.0035,0.0041,0.0033,0.0032,0.0036,0.0020,0.0018,0.0035,0.0034,0.0040,0.0021,0.0029,0.0018,0.0052,0.0024,0.0044,0.0028,0.0022,0.0030,0.0043,0.0036
2,0.0021,0.0031,0.0023,0.0031,0.0022,0.0026,0.0009,0.0029,0.0037,0.0025,0.0025,0.0017,0.0011,0.0019,0.0030,0.0036,0.0030,0.0027,0.0032,0.0018,0.0016,0.0032,0.0030,0.0035,0.0018,0.0025,0.0016,0.0045,0.0021,0.0039,0.0024,0.0019,0.0027,0.0037,0.0031
3,0.0019,0.0027,0.0020,0.0027,0.0020,0.0022,0.0008,0.0026,0.0033,0.0022,0.0022,0.0014,0.0010,0.0017,0.0026,0.0032,0.0027,0.0023,0.0029,0.0016,0.0014,0.0028,0.0026,0.0031,0.0016,0.0021,0.0015,0.0039,0.0018,0.0035,0.0021,0.0017,0.0024,0.0033,0.0027
4,0.0017,0.0024,0.0018,0.0024,0.0018,0.0020,0.0007,0.0023,0.0029,0.0020,0.0020,0.0012,0.0008,0.0015,0.0023,0.0029,0.0024,0.0020,0.0026,0.0015,0.0013,0.0025,0.0022,0.0028,0.0014,0.0019,0.0013,0.0034,0.0016,0.0031,0.0018,0.0015,0.0021,0.0029,0.0023
5,0.0015,0.0021,0.0015,0.0021,0.0016,0.0017,0.0006,0.0021,0.0026,0.0017,0.0017,0.0011,0.0007,0.0014,0.0020,0.0026,0.0022,0.0017,0.0024,0.0013,0.0012,0.0023,0.0019,0.0024,0.0012,0.0016,0.0012,0.0030,0.0014,0.0028,0.0016,0.0013,0.0019,0.0025,0.0020
6,0.0013,0.0018,0.0014,0.0019,0.0014,0.0016,0.0005,0.0018,0.0023,0.0015,0.0015,0.0009,0.0007,0.0012,0.0017,0.0023,0.0020,0.0015,0.0022,0.0012,0.0010,0.0020,0.0017,0.0022,0.0010,0.0014,0.0011,0.0026,0.0012,0.0025,0.0014,0.0012,0.0017,0.0022,0.0018
7,0.0012,0.0016,0.0012,0.0017,0.0013,0.0014,0.0005,0.0017,0.0021,0.0014,0.0013,0.0008,0.0006,0.0011,0.0015,0.0020,0.0018,0.0013,0.0020,0.0011,0.0009,0.0018,0.0015,0.0019,0.0009,0.0013,0.0010,0.0023,0.0011,0.0022,0.0012,0.0010,0.0016,0.0020,0.0015
8,0.0011,0.0014,0.0011,0.0015,0.0012,0.0013,0.0004,0.0015,0.0019,0.0012,0.0012,0.0007,0.0005,0.0010,0.0013,0.0018,0.0017,0.0011,0.0019,0.0010,0.0008,0.0016,0.0013,0.0017,0.0008,0.0011,0.0009,0.0020,0.0010,0.0020,0.0011,0.0009,0.0014,0.0017,0.0013
9,0.0010,0.0013,0.0009,0.0013,0.0011,0.0012,0.0004,0.0013,0.0017,0.0011,0.0011,0.0006,0.0005,0.0009,0.0012,0.0016,0.0015,0.0010,0.0017,0.0009,0.0008,0.0015,0.0011,0.0015,0.0007,0.0010,0.0008,0.0018,0.0009,0.0018,0.0010,0.0008,0.0013,0.0015,0.0012
10,0.0009,0.0011,0.0008,0.0012,0.0010,0.0012,0.0003,0.0012,0.0016,0.0010,0.0009,0.0005,0.0004,0.0008,0.0010,0.0015,0.0014,0.0008,0.0016,0.0009,0.0007,0.0014,0.0010,0.0014,0.0006,0.0009,0.0007,0.0015,0.0008,0.0016,0.0008,0.0007,0.0011,0.0014,0.0010
11,0.0008,0.0010,0.0007,0.0011,0.0009,0.0011,0.0003,0.0011,0.0014,0.0009,0.0008,0.0005,0.0004,0.0008,0.0009,0.0013,0.0013,0.0007,0.0015,0.0008,0.0006,0.0012,0.0009,0.0012,0.0005,0.0008,0.0007,0.0014,0.0007,0.0015,0.0007,0.0006,0.0010,0.0012,0.0009
12,0.0007,0.0009,0.0007,0.0009,0.0008,0.0011,0.0002,0.0010,0.0013,0.0008,0.0008,0.0004,0.0003,0.0007,0.0008,0.0012,0.0012,0.0007,0.0014,0.0008,0.0006,0.0011,0.0008,0.0011,0.0005,0.0007,0.0006,0.0012,0.0006,0.0013,0.0007,0.0006,0.0009,0.0011,0.0008
13,0.0006,0.0008,0.0006,0.0008,0.0008,0.0011,0.0002,0.0009,0.0012,0.0007,0.0007,0.0004,0.0003,0.0006,0.0007,0.0011,0.0011,0.0006,0.0013,0.0007,0.0005,0.0010,0.0007,0.0010,0.0004,0.0006,0.0006,0.0011,0.0006,0.0012,0.0006,0.0005,0.0008,0.0010,0.0007
14,0.0006,0.0007,0.0005,0.0008,0.0007,0.0011,0.0002,0.0008,0.0011,0.0006,0.0006,0.0003,0.0003,0.0006,0.0006,0.0010,0.0010,0.0005,0.0012,0.0007,0.0005,0.0009,0.0006,0.0009,0.0004,0.0006,0.0005,0.0009,0.0005,0.0011,0.0005,0.0004,0.0008,0.0009,0.0006
15,0.0005,0.0007,0.0005,0.0007,0.0007,0.0012,0.0002,0.0007,0.0010,0.0006,0.0006,0.0003,0.0003,0.0005,0.0006,0.0009,0.0009,0.0005,0.0011,0.0006,0.0004,0.0009,0.0006,0.0008,0.0003,0.0005,0.0005,0.0008,0.0004,0.0010,0.0004,0.0004,0.0007,0.0008,0.0005
16,0.0004,0.0006,0.0004,0.0006,0.0007,0.0013,0.0001,0.0007,0.0009,0.0005,0.0005,0.0002,0.0002,0.0005,0.0005,0.0008,0.0009,0.0004,0.0010,0.0006,0.0004,0.0008,0.0005,0.0007,0.0003,0.0005,0.0004,0.0008,0.0004,0.0009,0.0004,0.0004,0.0006,0.0007,0.0005
17,0.0004,0.0005,0.0004,0.0006,0.0006,0.0014,0.0001,0.0006,0.0009,0.0005,0.0005,0.0002,0.0002,0.0004,0.0004,0.0007,0.0008,0.0004,0.0010,0.0006,0.0004,0.0007,0.0005,0.0006,0.0003,0.0004,0.0004,0.0007,0.0004,0.0008,0.0004,0.0003,0.0006,0.0006,0.0004
18,0.0004,0.0005,0.0004,0.0005,0.0006,0.0015,0.0001,0.0006,0.0008,0.0004,0.0004,0.0002,0.0002,0.0004,0.0004,0.0007,0.0008,0.0003,0.0009,0.0006,0.0003,0.0007,0.0004,0.0005,0.0002,0.0004,0.0004,0.0006,0.0003,0.0007,0.0003,0.0003,0.0005,0.0006,0.0004
19,0.0003,0.0005,0.0003,0.0005,0.0006,0.0016,0.0001,0.0005,0.0007,0.0004,0.0004,0.0002,0.0002,0.0004,0.0004,0.0006,0.0007,0.0003,0.0009,0.0006,0.0003,0.0006,0.0004,0.0005,0.0002,0.0004,0.0003,0.0005,0.0003,0.0007,0.0003,0.0003,0.0005,0.0005,0.0003
20,0.0003,0.0004,0.0003,0.0004,0.0006,0.0018,0.0001,0.0005,0.0007,0.0003,0.0004,0.0002,0.0002,0.0004,0.0003,0.0005,0.0007,0.0003,0.0008,0.0005,0.0003,0.0006,0.0003,0.0004,0.0002,0.0003,0.0003,0.0005,0.0003,0.0006,0.0002,0.0002,0.0004,0.0005,0.0003
21,0.0003,0.0004,0.0003,0.0004,0.0006,0.0020,0.0001,0.0004,0.0006,0.0003,0.0003,0.0001,0.0002,0.0003,0.0003,0.0005,0.0006,0.0002,0.0008,0.0005,0.0003,0.0005,0.0003,0.0004,0.0002,0.0003,0.0003,0.0004,0.0002,0.0006,0.0002,0.0002,0.0004,0.0004,0.0003
22,0.0002,0.0004,0.0002,0.0004,0.0005,0.0022,0.0001,0.0004,0.0006,0.0003,0.0003,0.0001,0.0002,0.0003,0.0003,0.0005,0.0006,0.0002,0.0007,0.0005,0.0003,0.0005,0.0003,0.0004,0.0001,0.0003,0.0003,0.0004,0.0002,0.0005,0.0002,0.0002,0.0004,0.0004,0.0003
23,0.0002,0.0003,0.0002,0.0003,0.0005,0.0025,0.0001,0.0004,0.0006,0.0003,0.0003,0.0001,0.0002,0.0003,0.0002,0.0004,0.0005,0.0002,0.0007,0.0005,0.0003,0.0005,0.0003,0.0003,0.0001,0.0003,0.0003,0.0004,0.0002,0.0005,0.0002,0.0002,0.0004,0.0004,0.0002
24,0.0002,0.0003,0.0002,0.0003,0.0005,0.0028,0.0001,0.0003,0.0005,0.0002,0.0003,0.0001,0.0002,0.0003,0.0002,0.0004,0.0005,0.0002,0.0007,0.0005,0.0002,0.0004,0.0002,0.0003,0.0001,0.0002,0.0002,0.0003,0.0002,0.0004,0.0002,0.0002,0.0003,0.0003,0.0002
25,0.0002,0.0003,0.0002,0.0003,0.0005,0.0031,0.0000,0.0003,0.0005,0.0002,0.0003,0.0001,0.0002,0.0002,0.0002,0.0003,0.0005,0.0002,0.0006,0.0005,0.0002,0.0004,0.0002,0.0003,0.0001,0.0002,0.0002,0.0003,0.0002,0.0004,0.0001,0.0001,0.0003,0.0003,0.0002
26,0.0002,0.0003,0.0002,0.0003,0.0005,0.0035,0.0000,0.0003,0.0005,0.0002,0.0002,0.0001,0.0002,0.0002,0.0002,0.0003,0.0005,0.0002,0.0006,0.0005,0.0002,0.0004,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0002,0.0004,0.0001,0.0001,0.0003,0.0003,0.0002
27,0.0001,0.0003,0.0002,0.0003,0.0006,0.0039,0.0000,0.0003,0.0004,0.0002,0.0002,0.0001,0.0002,0.0002,0.0002,0.0003,0.0004,0.0001,0.0006,0.0005,0.0002,0.0003,0.0002,0.0002,0.0001,0.0002,0.0002,0.0002,0.0001,0.0003,0.0001,0.0001,0.0003,0.0002,0.0002
28,0.0001,0.0003,0.0001,0.0003,0.0006,0.0043,0.0000,0.0003,0.0004,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0003,0.0004,0.0001,0.0005,0.0005,0.0002,0.0003,0.0002,0.0002,0.0001,0.0002,0.0002,0.0002,0.0001,0.0003,0.0001,0.0001,0.0002,0.0002,0.0002
29,0.0001,0.0003,0.0001,0.0002,0.0006,0.0048,0.0000,0.0002,0.0004,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002,0.0004,0.0001,0.0005,0.0005,0.0002,0.0003,0.0002,0.0002,0.0001,0.0002,0.0002,0.0002,0.0001,0.0003,0.0001,0.0001,0.0002,0.0002,0.0002
30,0.0001,0.0003,0.0001,0.0002,0.0006,0.0054,0.0000,0.0002,0.0004,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002,0.0004,0.0001,0.0005,0.0005,0.0002,0.0003,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.0003,0.0001,0.0001,0.0002,0.0002,0.0002
31,0.0001,0.0002,0.0001,0.0002,0.0006,0.0060,0.0000,0.0002,0.0003,0.0001,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0005,0.0005,0.0002,0.0003,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002
32,0.0001,0.0002,0.0001,0.0002,0.0007,0.0067,0.0000,0.0002,0.0003,0.0001,0.0002,0.0000,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0005,0.0005,0.0002,0.0003,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002
33,0.0001,0.0002,0.0001,0.0002,0.0007,0.0074,0.0000,0.0002,0.0003,0.0001,0.0002,0.0000,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0004,0.0006,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0002
34,0.0002,0.0002,0.0001,0.0002,0.0008,0.0081,0.0000,0.0002,0.0003,0.0001,0.0002,0.0000,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0004,0.0006,0.0002,0.0002,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0002
35,0.0002,0.0002,0.0001,0.0002,0.0008,0.0089,0.0000,0.0002,0.0003,0.0001,0.0002,0.0000,0.0002,0.0001,0.0001,0.0002,0.0003,0.0001,0.0004,0.0006,0.0002,0.0002,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001,0.0002,0.0000,0.0001,0.0002,0.0001,0.0003
36,0.0002,0.0002,0.0001,0.0002,0.0009,0.0097,0.0000,0.0002,0.0003,0.0001,0.0002,0.0000,0.0002,0.0001,0.0001,0.0001,0.0003,0.0001,0.0004,0.0006,0.0002,0.0002,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001,0.0002,0.0000,0.0001,0.0001,0.0001,0.0003
37,0.0002,0.0002,0.0001,0.0002,0.0009,0.0106,0.0000,0.0002,0.0002,0.0001,0.0002,0.0000,0.0002,0.0001,0.0001,0.0001,0.0003,0.0001,0.0004,0.0006,0.0002,0.0002,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001,0.0002,0.0000,0.0001,0.0001,0.0001,0.0003
38,0.0002,0.0003,0.0001,0.0002,0.0010,0.0115,0.0000,0.0001,0.0002,0.0001,0.0002,0.0000,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0004,0.0007,0.0002,0.0002,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0002,0.0001,0.0001,0.0003
39,0.0003,0.0003,0.0001,0.0002,0.0011,0.0124,0.0000,0.0001,0.0002,0.0001,0.0002,0.0000,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0003,0.0007,0.0002,0.0002,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0002,0.0001,0.0001,0.0003
40,0.0003,0.0003,0.0001,0.0002,0.0012,0.0134,0.0000,0.0001,0.0002,0.0001,0.0002,0.0000,0.0002,0.0001,0.0000,0.0001,0.0002,0.0001,0.0003,0.0007,0.0001,0.0002,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0000,0.0001,0.0000,0.0002,0.0001,0.0001,0.0004
41,0.0003,0.0003,0.0001,0.0002,0.0013,0.0143,0.0000,0.0001,0.0002,0.0001,0.0002,0.0000,0.0002,0.0001,0.0000,0.0001,0.0002,0.0001,0.0003,0.0008,0.0001,0.0002,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0000,0.0001,0.0000,0.0002,0.0001,0.0001,0.0004
42,0.0004,0.0003,0.0000,0.0002,0.0014,0.0153,0.0000,0.0001,0.0002,0.0001,0.0002,0.0000,0.0002,0.0001,0.0000,0.0001,0.0002,0.0000,0.0003,0.0008,0.0001,0.0002,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0000,0.0001,0.0000,0.0002,0.0001,0.0001,0.0005
43,0.0004,0.0003,0.0000,0.0002,0.0015,0.0162,0.0000,0.0001,0.0002,0.0001,0.0002,0.0000,0.0002,0.0001,0.0000,0.0001,0.0002,0.0000,0.0003,0.0009,0.0001,0.0001,0.0001,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0001,0.0000,0.0003,0.0001,0.0001,0.0005
44,0.0005,0.0003,0.0000,0.0002,0.0016,0.0171,0.0000,0.0001,0.0002,0.0001,0.0002,0.0000,0.0002,0.0001,0.0000,0.0001,0.0002,0.0000,0.0003,0.0009,0.0001,0.0001,0.0001,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0001,0.0000,0.0003,0.0001,0.0001,0.0005
45,0.0005,0.0003,0.0000,0.0002,0.0018,0.0180,0.0000,0.0001,0.0002,0.0001,0.0002,0.0000,0.0002,0.0001,0.0000,0.0001,0.0002,0.0000,0.0003,0.0009,0.0001,0.0001,0.0001,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0001,0.0000,0.0003,0.0001,0.0001,0.0006
46,0.0006,0.0003,0.0000,0.0002,0.0019,0.0189,0.0000,0.0001,0.0002,0.0001,0.0002,0.0000,0.0002,0.0001,0.0000,0.0001,0.0002,0.0000,0.0003,0.0010,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0001,0.0000,0.0004,0.0001,0.0001,0.0006
47,0.0007,0.0004,0.0000,0.0002,0.0020,0.0197,0.0000,0.0001,0.0001,0.0001,0.0002,0.0000,0.0002,0.0001,0.0000,0.0001,0.0002,0.0000,0.0003,0.0011,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0001,0.0000,0.0004,0.0001,0.0001,0.0007
48,0.0007,0.0004,0.0000,0.0002,0.0022,0.0205,0.0000,0.0001,0.0001,0.0002,0.0002,0.0000,0.0002,0.0001,0.0000,0.0001,0.0001,0.0000,0.0003,0.0011,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,0.0004,0.0001,0.0001,0.0008
49,0.0008,0.0004,0.0000,0.0003,0.0023,0.0212,0.0000,0.0001,0.0001,0.0002,0.0002,0.0000,0.0003,0.0001,0.0000,0.0001,0.0001,0.0000,0.0003,0.0012,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0005,0.0001,0.0001,0.0008
50,0.0009,0.0004,0.0000,0.0003,0.0025,0.0218,0.0000,0.0001,0.0001,0.0002,0.0002,0.0000,0.0003,0.0001,0.0000,0.0001,0.0001,0.0000,0.0002,0.0012,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0005,0.0001,0.0001,0.0009
51,0.0010,0.0004,0.0000,0.0003,0.0027,0.0224,0.0000,0.0001,0.0001,0.0002,0.0002,0.0000,0.0003,0.0001,0.0000,0.0001,0.0001,0.0000,0.0002,0.0013,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0006,0.0001,0.0000,0.0010
52,0.0011,0.0005,0.0000,0.0003,0.0029,0.0230,0.0000,0.0001,0.0001,0.0002,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0014,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0006,0.0001,0.0000,0.0010
53,0.0012,0.0005,0.0000,0.0003,0.0030,0.0235,0.0000,0.0001,0.0001,0.0002,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0014,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0007,0.0001,0.0000,0.0011
54,0.0013,0.0005,0.0000,0.0003,0.0032,0.0239,0.0000,0.0001,0.0001,0.0003,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0015,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0007,0.0001,0.0000,0.0012
55,0.0013,0.0005,0.0000,0.0003,0.0034,0.0243,0.0000,0.0001,0.0001,0.0003,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0016,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0001,0.0000,0.0013
56,0.0014,0.0006,0.0000,0.0003,0.0036,0.0246,0.0000,0.0001,0.0001,0.0003,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0016,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0001,0.0000,0.0013
57,0.0015,0.0006,0.0000,0.0003,0.0038,0.0248,0.0000,0.0001,0.0001,0.0003,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0017,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0001,0.0000,0.0014
58,0.0016,0.0006,0.0000,0.0003,0.0040,0.0251,0.0000,0.0001,0.0001,0.0003,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0018,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0001,0.0000,0.0015
59,0.0018,0.0007,0.0000,0.0004,0.0041,0.0252,0.0000,0.0001,0.0001,0.0004,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0019,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0001,0.0000,0.0016
60,0.0019,0.0007,0.0000,0.0004,0.0043,0.0253,0.0000,0.0001,0.0001,0.0004,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0019,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0011,0.0001,0.0000,0.0017
61,0.0020,0.0007,0.0000,0.0004,0.0045,0.0254,0.0000,0.0001,0.0001,0.0004,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0020,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0011,0.0001,0.0000,0.0018
62,0.0021,0.0008,0.0000,0.0004,0.0047,0.0255,0.0000,0.0001,0.0001,0.0005,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0021,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0001,0.0000,0.0018
63,0.0022,0.0008,0.0000,0.0004,0.0049,0.0255,0.0000,0.0001,0.0001,0.0005,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0022,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0001,0.0000,0.0019
64,0.0023,0.0008,0.0000,0.0004,0.0051,0.0255,0.0000,0.0001,0.0001,0.0005,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0022,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0001,0.0000,0.0020
65,0.0024,0.0009,0.0000,0.0004,0.0053,0.0255,0.0000,0.0001,0.0001,0.0006,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0023,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0001,0.0000,0.0021
66,0.0025,0.0009,0.0000,0.0005,0.0054,0.0254,0.0000,0.0001,0.0001,0.0006,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0024,0.0001,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0001,0.0000,0.0022
67,0.0026,0.0010,0.0000,0.0005,0.0056,0.0253,0.0000,0.0001,0.0001,0.0006,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0025,0.0001,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0001,0.0000,0.0023
68,0.0027,0.0010,0.0000,0.0005,0.0058,0.0252,0.0000,0.0001,0.0001,0.0007,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0025,0.0001,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0001,0.0000,0.0024
69,0.0028,0.0010,0.0000,0.0005,0.0059,0.0251,0.0000,0.0001,0.0001,0.0007,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0026,0.0001,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017,0.0001,0.0000,0.0024
70,0.0029,0.0011,0.0000,0.0005,0.0061,0.0250,0.0000,0.0001,0.0001,0.0007,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0027,0.0001,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017,0.0001,0.0000,0.0025
71,0.0030,0.0011,0.0000,0.0005,0.0063,0.0249,0.0000,0.0001,0.0001,0.0008,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0028,0.0001,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0001,0.0000,0.0026
72,0.0031,0.0012,0.0000,0.0006,0.0064,0.0247,0.0000,0.0001,0.0001,0.0008,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0028,0.0001,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.0001,0.0000,0.0027
73,0.0032,0.0012,0.0000,0.0006,0.0066,0.0246,0.0000,0.0001,0.0000,0.0009,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0029,0.0001,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0019,0.0001,0.0000,0.0028
74,0.0033,0.0012,0.0000,0.0006,0.0067,0.0244,0.0000,0.0001,0.0000,0.0009,0.0002,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0030,0.0001,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0020,0.0001,0.0000,0.0028
75,0.0034,0.0013,0.0000,0.0006,0.0069,0.0243,0.0000,0.0001,0.0000,0.0009,0.0002,0.0000,0.0004,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0030,0.0001,0.0001,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0021,0.0001,0.0000,0.0029
76,0.0035,0.0013,0.0000,0.0007,0.0070,0.0241,0.0000,0.0001,0.0000,0.0010,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0031,0.0001,0.0001,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0021,0.0001,0.0000,0.0030
77,0.0036,0.0013,0.0000,0.0007,0.0071,0.0240,0.0000,0.0001,0.0000,0.0010,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0032,0.0001,0.0001,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0022,0.0001,0.0000,0.0031
