step,community_0,community_1,community_2,community_3,community_4,community_6,community_7,community_8,community_9,community_10,community_11,community_14,community_15,community_17,community_18,community_19,community_20,community_21,community_22,community_27,community_28,community_29,community_30,community_31,community_38,community_39,community_40,community_52,community_57
75,0.0496,0.0125,0.0736,0.0361,0.0338,0.0148,0.0443,0.0124,0.0668,0.1134,0.0116,0.0299,0.0687,0.0833,0.0570,0.0340,0.0216,0.0200,0.0403,0.0328,0.0713,0.0880,0.0294,0.0716,0.0139,0.0479,0.0404,0.0516,0.0566
76,0.0497,0.0126,0.0735,0.0360,0.0338,0.0149,0.0443,0.0124,0.0669,0.1136,0.0116,0.0299,0.0687,0.0835,0.0570,0.0341,0.0215,0.0201,0.0403,0.0329,0.0714,0.0880,0.0294,0.0718,0.0139,0.0480,0.0404,0.0517,0.0567
77,0.0498,0.0126,0.0735,0.0360,0.0339,0.0150,0.0444,0.0124,0.0671,0.1139,0.0116,0.0299,0.0688,0.0838,0.0571,0.0342,0.0214,0.0202,0.0404,0.0330,0.0715,0.0881,0.0294,0.0720,0.0140,0.0480,0.0404,0.0517,0.0568
78,0.0499,0.0127,0.0734,0.0360,0.0339,0.0151,0.0444,0.0124,0.0672,0.1141,0.0116,0.0299,0.0688,0.0840,0.0571,0.0343,0.0214,0.0202,0.0405,0.0332,0.0715,0.0881,0.0294,0.0722,0.0140,0.0481,0.0403,0.0517,0.0569
79,0.0500,0.0128,0.0734,0.0360,0.0340,0.0152,0.0444,0.0125,0.0673,0.1144,0.0116,0.0298,0.0689,0.0842,0.0571,0.0344,0.0213,0.0203,0.0405,0.0333,0.0716,0.0881,0.0294,0.0724,0.0141,0.0481,0.0403,0.0518,0.0570
80,0.0501,0.0128,0.0734,0.0360,0.0340,0.0153,0.0444,0.0125,0.0674,0.1146,0.0116,0.0298,0.0689,0.0844,0.0572,0.0335,0.0212,0.0203,0.0406,0.0334,0.0717,0.0882,0.0294,0.0726,0.0141,0.0482,0.0402,0.0518,0.0570
81,0.0502,0.0129,0.0730,0.0360,0.0341,0.0154,0.0444,0.0125,0.0675,0.1148,0.0116,0.0298,0.0689,0.0846,0.0572,0.0328,0.0212,0.0204,0.0406,0.0335,0.0717,0.0882,0.0294,0.0727,0.0142,0.0482,0.0402,0.0518,0.0571
82,0.0503,0.0130,0.0728,0.0360,0.0341,0.0155,0.0444,0.0125,0.0676,0.1150,0.0115,0.0298,0.0690,0.0848,0.0572,0.0321,0.0211,0.0204,0.0406,0.0336,0.0718,0.0882,0.0294,0.0729,0.0142,0.0482,0.0402,0.0519,0.0572
83,0.0504,0.0130,0.0725,0.0359,0.0341,0.0156,0.0445,0.0125,0.0677,0.1152,0.0115,0.0297,0.0690,0.0850,0.0573,0.0315,0.0211,0.0204,0.0407,0.0337,0.0718,0.0883,0.0294,0.0730,0.0143,0.0483,0.0401,0.0519,0.0572
84,0.0505,0.0131,0.0723,0.0359,0.0342,0.0157,0.0445,0.0125,0.0678,0.1154,0.0115,0.0297,0.0690,0.0852,0.0573,0.0309,0.0210,0.0205,0.0407,0.0338,0.0719,0.0883,0.0294,0.0732,0.0143,0.0483,0.0401,0.0519,0.0573
85,0.0505,0.0132,0.0721,0.0359,0.0342,0.0158,0.0445,0.0125,0.0679,0.1155,0.0115,0.0297,0.0690,0.0854,0.0573,0.0305,0.0210,0.0205,0.0408,0.0339,0.0719,0.0883,0.0294,0.0733,0.0144,0.0483,0.0400,0.0519,0.0573
86,0.0500,0.0132,0.0718,0.0359,0.0342,0.0158,0.0445,0.0126,0.0680,0.1157,0.0115,0.0297,0.0691,0.0856,0.0573,0.0300,0.0209,0.0206,0.0408,0.0339,0.0720,0.0883,0.0293,0.0735,0.0144,0.0484,0.0400,0.0520,0.0574
87,0.0496,0.0133,0.0717,0.0359,0.0342,0.0159,0.0445,0.0126,0.0681,0.1158,0.0115,0.0297,0.0691,0.0857,0.0574,0.0296,0.0209,0.0206,0.0408,0.0340,0.0720,0.0884,0.0293,0.0736,0.0144,0.0484,0.0400,0.0520,0.0574
88,0.0492,0.0134,0.0716,0.0359,0.0343,0.0160,0.0445,0.0126,0.0682,0.1160,0.0115,0.0296,0.0691,0.0859,0.0574,0.0293,0.0208,0.0206,0.0409,0.0341,0.0720,0.0884,0.0293,0.0737,0.0145,0.0484,0.0399,0.0520,0.0575
89,0.0490,0.0134,0.0717,0.0358,0.0343,0.0161,0.0445,0.0126,0.0683,0.1161,0.0115,0.0296,0.0691,0.0861,0.0574,0.0290,0.0208,0.0207,0.0409,0.0341,0.0721,0.0884,0.0293,0.0738,0.0145,0.0484,0.0399,0.0520,0.0575
90,0.0487,0.0135,0.0718,0.0358,0.0343,0.0162,0.0445,0.0126,0.0684,0.1162,0.0114,0.0296,0.0692,0.0862,0.0574,0.0287,0.0207,0.0207,0.0409,0.0342,0.0721,0.0884,0.0293,0.0740,0.0145,0.0485,0.0398,0.0520,0.0576
91,0.0486,0.0136,0.0720,0.0358,0.0343,0.0163,0.0445,0.0126,0.0684,0.1163,0.0114,0.0296,0.0692,0.0864,0.0574,0.0284,0.0207,0.0207,0.0410,0.0342,0.0721,0.0884,0.0293,0.0741,0.0146,0.0485,0.0398,0.0521,0.0576
92,0.0485,0.0137,0.0722,0.0358,0.0344,0.0163,0.0445,0.0126,0.0685,0.1164,0.0114,0.0296,0.0692,0.0865,0.0574,0.0282,0.0207,0.0208,0.0410,0.0343,0.0722,0.0884,0.0293,0.0742,0.0146,0.0485,0.0398,0.0521,0.0576
